Display Name,Account Code,Account Name,Name,Security Description,Position,Underlying Equivalent Position,A:Market Value Local,Price,Expiration Date,Issuer,Is Closed
NYKAA=G6 IS,ARBITRAG,209- ARBITRAGE FUND,FSN E-COMMERCE V Feb26,NYKAA=G6,-158,-493750,-117122440.8,237.2100067,02/24/2026,FSN E-Commerce Ventures Ltd,0
OFSS=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Oracle Financial Feb26,OFSS=G6,-25,-1875,-14500312.5,7733.5,02/24/2026,Oracle Financial Services Soft,0
ONGC=G6 IS,ARBITRAG,209- ARBITRAGE FUND,OIL & NATURAL GA Feb26,ONGC=G6,-56,-126000,-31455899.23,249.6499939,02/24/2026,Oil & Natural Gas Corp Ltd,0
PATAN=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PATANJALI FOODS Feb26,PATAN=G6,-489,-440100,-216397148.5,491.6999512,02/24/2026,Patanjali Foods Ltd,0
PAYTM=G6 IS,ARBITRAG,209- ARBITRAGE FUND,ONE 97 COMMUNICA Feb26,PAYTM=G6,-419,-303775,-356024300,1172,02/24/2026,One 97 Communications Ltd,0
PEPL=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PRESTIGE ESTATES Feb26,PEPL=G6,-27,-12150,-17815545.59,1466.300049,02/24/2026,Prestige Estates Projects Ltd,0
PHNX=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PHOENIX MILLS LTD Feb26,PHNX=G6,-142,-49700,-81537812.72,1640.599854,02/24/2026,Phoenix Mills Ltd/The,0
PIDI=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PIDILITE INDS Feb26,PIDI=G6,-189,-94500,-133471790.8,1412.399902,02/24/2026,Pidilite Industries Ltd,0
PLNG=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Petronet LNG Ltd Feb26,PLNG=G6,-212,-402800,-115482740.3,286.6999512,02/24/2026,Petronet LNG Ltd,0
PNB=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Punjab Natl Bank Feb26,PNB=G6,-822,-6576000,-797340000,121.25,02/24/2026,Punjab National Bank,0
PNBHO=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PNB HOUSING FIN Feb26,PNBHO=G6,-951,-618150,-491089237.3,794.4499512,02/24/2026,PNB Housing Finance Ltd,0
POLIC=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PB FINTECH LTD Feb26,POLIC=G6,-41,-14350,-22842330.7,1591.800049,02/24/2026,PB Fintech Ltd,0
POLYC=G6 IS,ARBITRAG,209- ARBITRAGE FUND,POLYCAB INDIA LTD Feb26,POLYC=G6,-603,-75375,-516054937.5,6846.5,02/24/2026,Polycab India Ltd,0
POWF=G6 IS,ARBITRAG,209- ARBITRAGE FUND,POWER FINANCE Feb26,POWF=G6,-956,-1242800,-469281097.9,377.5998535,02/24/2026,Power Finance Corp Ltd,0
POWIN=G6 IS,ARBITRAG,209- ARBITRAGE FUND,HITACHI ENERGY I Feb26,POWIN=G6,0,0,0,18486,02/24/2026,Hitachi Energy India Ltd,0
PSYS=G6 IS,ARBITRAG,209- ARBITRAGE FUND,PERSISTENT SYS Feb26,PSYS=G6,-44,-4400,-26747600,6079,02/24/2026,Persistent Systems Ltd,0
PWGR=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Power Grid Corp Feb26,PWGR=G6,-211,-400900,-100686032.6,251.1499939,02/24/2026,Power Grid Corp of India Ltd,0
RBK=G6 IS,ARBITRAG,209- ARBITRAGE FUND,RBL BANK LTD Feb26,RBK=G6,-910,-2889250,-841927167.8,291.3999023,02/24/2026,RBL Bank Ltd,0
RECL=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Rural Electri Feb26,RECL=G6,-822,-1150800,-414460507.6,360.1499023,02/24/2026,REC Ltd,0
RIL=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Reliance Industry Feb26,RIL=G6,-4277,-2138500,-2922687846,1366.699951,02/24/2026,Reliance Industries Ltd,0
RIL=H6 IS,ARBITRAG,209- ARBITRAGE FUND,Reliance Industry Mar26,RIL=H6,-562,-281000,-386122058.8,1374.099854,03/30/2026,Reliance Industries Ltd,0
SAIL=G6 IS,ARBITRAG,209- ARBITRAGE FUND,Steel Authority Feb26,SAIL=G6,-1550,-7285000,-1074318959,147.4700012,02/24/2026,Steel Authority of India Ltd,0
SAMMA=G6 IS,ARBITRAG,209- ARBITRAGE FUND,SAMMAAN CAPITAL LT Feb26,SAMMA=G6,-562,-2416600,-350189514.8,144.9100037,02/24/2026,Sammaan Capital Ltd,0
SBILI=G6 IS,ARBITRAG,209- ARBITRAGE FUND,SBI LIFE INSURAN Feb26,SBILI=G6,-26,-9750,-19421024.05,1991.899902,02/24/2026,SBI Life Insurance Co Ltd,0
SBIN=G6 IS,ARBITRAG,209- ARBITRAGE FUND,State Bank India Feb26,SBIN=G6,-1305,-978750,-987167106.6,1008.599854,02/24/2026,State Bank of India,0
SBIN=H6 IS,ARBITRAG,209- ARBITRAGE FUND,State Bank India Mar26,SBIN=H6,-200,-150000,-152354992.7,1015.699951,03/30/2026,State Bank of India,0
